id,season,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal
7460,2015/2016,2015-10-31 00:00:00,1989889,6391,9827,2,0
7461,2015/2016,2015-10-31 00:00:00,1989890,9747,8689,2,2
7462,2015/2016,2015-11-01 00:00:00,1989891,9829,8121,1,0
7463,2015/2016,2015-11-01 00:00:00,1989892,9830,8592,0,1
7464,2015/2016,2015-11-01 00:00:00,1989893,9831,8639,0,0
7465,2015/2016,2015-10-30 00:00:00,1989894,9851,9847,0,1
7466,2015/2016,2015-10-31 00:00:00,1989895,9853,9837,3,0
7467,2015/2016,2015-10-31 00:00:00,1989896,9941,10249,1,1
7468,2015/2016,2015-10-31 00:00:00,1989897,10242,9748,0,1
7469,2015/2016,2015-11-06 00:00:00,1989898,8121,9851,0,2
7470,2015/2016,2015-11-08 00:00:00,1989899,9827,9829,3,1
7471,2015/2016,2015-11-07 00:00:00,1989900,7819,9747,2,1
7472,2015/2016,2015-11-07 00:00:00,1989901,8639,7794,1,1
7473,2015/2016,2015-11-07 00:00:00,1989902,8689,10242,4,1
7474,2015/2016,2015-11-08 00:00:00,1989903,9748,9853,3,0
7475,2015/2016,2015-11-08 00:00:00,1989904,8592,9831,0,1
7476,2015/2016,2015-11-07 00:00:00,1989905,10249,9830,2,1
7477,2015/2016,2015-11-07 00:00:00,1989906,9847,9941,5,0
7478,2015/2016,2015-11-07 00:00:00,1989907,9837,6391,1,2
7479,2015/2016,2015-11-22 00:00:00,1989908,7794,6391,1,2
7480,2015/2016,2015-11-22 00:00:00,1989909,7819,8121,0,0
7481,2015/2016,2015-11-21 00:00:00,1989910,9747,9941,2,0
7482,2015/2016,2015-11-21 00:00:00,1989911,8689,9847,1,2
7483,2015/2016,2015-11-21 00:00:00,1989912,9829,9830,1,0
7484,2015/2016,2015-11-21 00:00:00,1989913,10249,9837,3,1
7485,2015/2016,2015-11-20 00:00:00,1989914,9831,9748,3,0
7486,2015/2016,2015-11-22 00:00:00,1989915,9851,9827,2,2
7487,2015/2016,2015-11-22 00:00:00,1989916,9853,8592,0,2
7488,2015/2016,2015-11-21 00:00:00,1989917,10242,8639,1,1
7489,2015/2016,2015-11-28 00:00:00,1989918,8121,8639,2,0
7490,2015/2016,2015-11-29 00:00:00,1989919,9827,7819,1,4
7491,2015/2016,2015-11-28 00:00:00,1989920,6391,8689,1,1
7492,2015/2016,2015-11-27 00:00:00,1989921,9748,10249,2,4
7493,2015/2016,2015-11-29 00:00:00,1989922,8592,9829,3,3
7494,2015/2016,2015-11-28 00:00:00,1989923,9830,7794,0,0
7495,2015/2016,2015-11-28 00:00:00,1989924,9847,10242,4,1
7496,2015/2016,2015-11-28 00:00:00,1989925,9837,9851,2,2
7497,2015/2016,2015-11-29 00:00:00,1989926,9853,9747,3,0
7498,2015/2016,2015-11-28 00:00:00,1989927,9941,9831,2,0
7499,2015/2016,2015-12-01 00:00:00,1989928,8121,9847,0,0
7500,2015/2016,2015-12-02 00:00:00,1989929,7794,9827,1,0
7501,2015/2016,2015-12-02 00:00:00,1989930,9747,9837,1,2
7502,2015/2016,2015-12-02 00:00:00,1989931,8639,9853,1,0
7503,2015/2016,2015-12-01 00:00:00,1989932,8689,9831,0,0
7504,2015/2016,2015-12-02 00:00:00,1989933,9829,7819,1,1
7505,2015/2016,2015-12-02 00:00:00,1989934,10249,6391,0,2
7506,2015/2016,2015-12-01 00:00:00,1989935,9830,9748,0,0
7507,2015/2016,2015-12-03 00:00:00,1989936,9851,8592,0,1
7508,2015/2016,2015-12-02 00:00:00,1989937,10242,9941,0,3
7509,2015/2016,2015-12-05 00:00:00,1989938,7794,9829,1,2
7510,2015/2016,2015-12-06 00:00:00,1989939,9827,9747,1,0
7511,2015/2016,2015-12-05 00:00:00,1989940,7819,8639,1,2
7512,2015/2016,2015-12-05 00:00:00,1989941,6391,9830,1,1
7513,2015/2016,2015-12-05 00:00:00,1989942,9748,8121,0,2
7514,2015/2016,2015-12-06 00:00:00,1989943,8592,10249,2,2
7515,2015/2016,2015-12-04 00:00:00,1989944,9831,9847,0,3
7516,2015/2016,2015-12-05 00:00:00,1989945,9837,10242,1,1
7517,2015/2016,2015-12-06 00:00:00,1989946,9853,9851,1,1
7518,2015/2016,2015-12-05 00:00:00,1989947,9941,8689,2,3
7519,2015/2016,2015-12-13 00:00:00,1989948,8121,9827,1,1
7520,2015/2016,2015-12-12 00:00:00,1989949,8639,8689,3,0
7521,2015/2016,2015-12-13 00:00:00,1989950,8592,6391,1,1
7522,2015/2016,2015-12-13 00:00:00,1989951,9829,9853,1,0
7523,2015/2016,2015-12-12 00:00:00,1989952,10249,9747,2,1
7524,2015/2016,2015-12-12 00:00:00,1989953,9830,9941,1,1
7525,2015/2016,2015-12-13 00:00:00,1989954,9847,9748,5,1
7526,2015/2016,2015-12-12 00:00:00,1989955,9837,9831,1,1
7527,2015/2016,2015-12-11 00:00:00,1989956,9851,7819,1,1
7528,2015/2016,2015-12-12 00:00:00,1989957,10242,7794,1,1
7529,2015/2016,2015-12-19 00:00:00,1989958,7794,9837,2,0
7530,2015/2016,2015-12-20 00:00:00,1989959,9827,8592,1,1
7531,2015/2016,2015-12-19 00:00:00,1989960,7819,9847,0,3
7532,2015/2016,2015-12-20 00:00:00,1989961,6391,9748,2,1
7533,2015/2016,2015-12-19 00:00:00,1989962,9747,9851,0,2
7534,2015/2016,2015-12-19 00:00:00,1989963,8689,9830,0,0
7535,2015/2016,2015-12-18 00:00:00,1989964,9831,10249,1,0
7536,2015/2016,2015-12-20 00:00:00,1989965,9853,8121,1,0
7537,2015/2016,2015-12-19 00:00:00,1989966,9941,8639,1,1
7538,2015/2016,2015-12-19 00:00:00,1989967,10242,9829,0,0
7539,2015/2016,2015-08-15 00:00:00,1989788,8121,9830,0,0
7540,2015/2016,2015-08-15 00:00:00,1989789,7819,9941,1,0
7541,2015/2016,2015-08-15 00:00:00,1989790,9747,9748,0,1
7542,2015/2016,2015-08-16 00:00:00,1989791,8689,7794,1,1
7543,2015/2016,2015-08-14 00:00:00,1989792,9829,8639,0,0
7544,2015/2016,2015-08-16 00:00:00,1989793,9847,6391,2,0
7545,2015/2016,2015-08-16 00:00:00,1989794,9837,8592,1,0
7546,2015/2016,2015-08-15 00:00:00,1989795,9851,10249,1,0
7547,2015/2016,2015-08-15 00:00:00,1989796,9853,9827,1,1
7548,2015/2016,2015-08-15 00:00:00,1989797,10242,9831,3,3
7549,2015/2016,2016-01-09 00:00:00,1989970,8121,7819,2,0
7550,2015/2016,2016-01-09 00:00:00,1989971,9829,6391,2,2
7551,2015/2016,2016-01-10 00:00:00,1989972,9830,9853,2,1
7552,2015/2016,2016-01-10 00:00:00,1989973,8639,9831,1,1
7553,2015/2016,2016-01-09 00:00:00,1989974,10249,9827,0,1
7554,2015/2016,2016-01-10 00:00:00,1989975,8592,9747,0,0
7555,2015/2016,2016-01-09 00:00:00,1989976,9748,10242,4,1
7556,2015/2016,2016-01-08 00:00:00,1989977,9847,7794,2,0
7557,2015/2016,2016-01-09 00:00:00,1989978,9837,9941,1,3
7558,2015/2016,2016-01-09 00:00:00,1989979,9851,8689,2,2
7559,2015/2016,2016-01-17 00:00:00,1989980,9853,9748,1,0
7560,2015/2016,2016-01-16 00:00:00,1989981,9747,9830,2,2
7561,2015/2016,2016-01-16 00:00:00,1989982,10242,9851,2,4
7562,2015/2016,2016-01-16 00:00:00,1989983,9827,8639,1,0
7563,2015/2016,2016-01-17 00:00:00,1989984,8689,9829,0,2
7564,2015/2016,2016-01-16 00:00:00,1989985,6391,9837,2,2
7565,2015/2016,2016-01-15 00:00:00,1989986,9831,8121,2,1
7566,2015/2016,2016-01-16 00:00:00,1989987,7794,10249,1,0
7567,2015/2016,2016-01-17 00:00:00,1989988,7819,8592,1,3
7568,2015/2016,2016-01-16 00:00:00,1989989,9941,9847,0,1
7569,2015/2016,2016-01-24 00:00:00,1989990,9829,9941,4,0
7570,2015/2016,2016-01-23 00:00:00,1989991,9747,7794,1,0
7571,2015/2016,2016-01-23 00:00:00,1989992,9830,9827,2,2
7572,2015/2016,2016-01-23 00:00:00,1989993,8639,10242,1,3
7573,2015/2016,2016-01-23 00:00:00,1989994,10249,7819,1,2
7574,2015/2016,2016-01-23 00:00:00,1989995,9831,8689,2,1
7575,2015/2016,2016-01-24 00:00:00,1989996,9748,8592,1,1
7576,2015/2016,2016-01-23 00:00:00,1989997,9847,8121,5,1
7577,2015/2016,2016-01-24 00:00:00,1989998,9837,9853,1,1
7578,2015/2016,2016-01-22 00:00:00,1989999,9851,6391,1,0
7579,2015/2016,2016-01-30 00:00:00,1990000,8121,9829,3,0
7580,2015/2016,2016-01-31 00:00:00,1990001,9853,9847,0,2
7581,2015/2016,2016-01-30 00:00:00,1990002,10242,9830,0,1
7582,2015/2016,2016-01-31 00:00:00,1990003,9827,9851,4,0
7583,2015/2016,2016-01-30 00:00:00,1990004,8689,9837,2,0
7584,2015/2016,2016-01-30 00:00:00,1990005,6391,10249,0,4
7585,2015/2016,2016-01-29 00:00:00,1990006,8592,8639,1,1
7586,2015/2016,2016-01-30 00:00:00,1990007,7794,9748,1,0
7587,2015/2016,2016-01-31 00:00:00,1990008,7819,9831,2,0
7588,2015/2016,2016-01-30 00:00:00,1990009,9941,9747,1,2
7589,2015/2016,2016-02-02 00:00:00,1990110,9829,7794,2,0
7590,2015/2016,2016-02-03 00:00:00,1990111,9747,10242,4,0
7591,2015/2016,2016-02-03 00:00:00,1990112,9830,6391,3,1
7592,2015/2016,2016-02-03 00:00:00,1990113,8639,7819,1,0
7593,2015/2016,2016-02-02 00:00:00,1990114,10249,8592,0,1
7594,2015/2016,2016-02-03 00:00:00,1990115,9831,9941,1,0
7595,2015/2016,2016-02-03 00:00:00,1990116,9748,9827,3,0
7596,2015/2016,2016-02-03 00:00:00,1990117,9847,8689,3,1
7597,2015/2016,2016-02-03 00:00:00,1990118,9837,8121,2,1
7598,2015/2016,2016-02-04 00:00:00,1990119,9851,9853,0,1
7599,2015/2016,2016-02-06 00:00:00,1990120,8121,9748,0,3
7600,2015/2016,2016-02-06 00:00:00,1990121,9829,9831,1,0
7601,2015/2016,2016-02-07 00:00:00,1990122,9827,9853,1,4
7602,2015/2016,2016-02-06 00:00:00,1990123,8689,10249,1,1
7603,2015/2016,2016-02-06 00:00:00,1990124,6391,9747,0,0
7604,2015/2016,2016-02-07 00:00:00,1990125,8639,9851,1,1
7605,2015/2016,2016-02-07 00:00:00,1990126,8592,9847,1,2
7606,2015/2016,2016-02-06 00:00:00,1990127,7794,10242,2,0
7607,2015/2016,2016-02-06 00:00:00,1990128,7819,9837,0,2
7608,2015/2016,2016-02-06 00:00:00,1990129,9941,9830,0,0
7609,2015/2016,2016-02-13 00:00:00,1989780,6391,10242,2,3
7610,2015/2016,2016-02-14 00:00:00,1990130,9853,9829,1,1
7611,2015/2016,2016-02-13 00:00:00,1990131,9747,9827,2,4
7612,2015/2016,2016-02-13 00:00:00,1990133,9830,8689,2,1
7613,2015/2016,2016-02-13 00:00:00,1990134,10249,9941,2,0
7614,2015/2016,2016-02-14 00:00:00,1990135,9831,8592,1,1
7615,2015/2016,2016-02-14 00:00:00,1990136,9748,7819,4,1
7616,2015/2016,2016-02-13 00:00:00,1990137,9847,8639,0,0
7617,2015/2016,2016-02-13 00:00:00,1990138,9837,7794,0,1
7618,2015/2016,2016-02-12 00:00:00,1990139,9851,8121,1,0
7619,2015/2016,2016-02-20 00:00:00,1990140,8121,10249,2,3
7620,2015/2016,2016-02-20 00:00:00,1990141,9829,10242,3,1
7621,2015/2016,2016-02-19 00:00:00,1990142,9827,9831,0,0
7622,2015/2016,2016-02-20 00:00:00,1990143,8689,9747,4,3
7623,2015/2016,2016-02-21 00:00:00,1990144,8639,9748,1,0
7624,2015/2016,2016-02-21 00:00:00,1990145,8592,9853,1,1
7625,2015/2016,2016-02-20 00:00:00,1990146,9847,9837,4,1
7626,2015/2016,2016-03-09 00:00:00,1990147,7794,9830,0,0
7627,2015/2016,2016-02-21 00:00:00,1990148,7819,9851,1,0
7628,2015/2016,2016-02-20 00:00:00,1990149,9941,6391,1,1
7629,2015/2016,2016-02-28 00:00:00,1990150,9853,7819,1,2
7630,2015/2016,2016-02-27 00:00:00,1990151,9747,8121,2,2
7631,2015/2016,2016-02-27 00:00:00,1990152,10242,8689,0,1
7632,2015/2016,2016-02-28 00:00:00,1990153,9830,9829,0,0
7633,2015/2016,2016-03-09 00:00:00,1990154,6391,8592,1,1
7634,2015/2016,2016-02-27 00:00:00,1990155,10249,8639,3,0
7635,2015/2016,2016-02-26 00:00:00,1990156,9831,7794,0,2
7636,2015/2016,2016-02-28 00:00:00,1990157,9748,9847,2,1
7637,2015/2016,2016-02-27 00:00:00,1990158,9837,9827,4,1
7638,2015/2016,2016-02-27 00:00:00,1990159,9941,9851,1,2
7639,2015/2016,2016-03-05 00:00:00,1990010,8121,9853,0,0
7640,2015/2016,2016-03-05 00:00:00,1990011,9827,6391,1,1
7641,2015/2016,2016-03-05 00:00:00,1990012,8639,9837,2,0
7642,2015/2016,2016-03-05 00:00:00,1990013,9831,10242,2,1
7643,2015/2016,2016-03-06 00:00:00,1990014,8592,9941,1,1
7644,2015/2016,2016-03-06 00:00:00,1990015,9748,9747,5,1
7645,2015/2016,2016-03-05 00:00:00,1990016,9847,10249,0,0
7646,2015/2016,2016-03-05 00:00:00,1990017,7794,8689,0,0
7647,2015/2016,2016-03-04 00:00:00,1990018,7819,9829,2,2
7648,2015/2016,2016-03-06 00:00:00,1990019,9851,9830,4,1
7649,2015/2016,2015-08-22 00:00:00,1989798,7794,9747,3,0
7650,2015/2016,2015-08-22 00:00:00,1989799,6391,8121,0,2
7651,2015/2016,2015-08-23 00:00:00,1989800,8639,9827,0,0
7652,2015/2016,2015-08-23 00:00:00,1989801,8689,9853,0,1
7653,2015/2016,2015-08-22 00:00:00,1989802,9748,9851,1,2
7654,2015/2016,2015-08-23 00:00:00,1989803,8592,10242,6,0
7655,2015/2016,2015-08-21 00:00:00,1989804,10249,9847,0,1
7656,2015/2016,2015-08-22 00:00:00,1989805,9830,9837,1,0
7657,2015/2016,2015-08-22 00:00:00,1989806,9831,7819,2,1
7658,2015/2016,2015-08-22 00:00:00,1989807,9941,9829,1,1
7659,2015/2016,2016-03-11 00:00:00,1990020,9829,9837,2,2
7660,2015/2016,2016-03-12 00:00:00,1990021,9747,9853,2,0
7661,2015/2016,2016-03-13 00:00:00,1990022,10242,9847,0,9
7662,2015/2016,2016-03-12 00:00:00,1990023,8689,8592,1,1
7663,2015/2016,2016-03-13 00:00:00,1990024,9830,8121,2,0
7664,2015/2016,2016-03-12 00:00:00,1990025,6391,7819,1,0
7665,2015/2016,2016-03-12 00:00:00,1990026,10249,9831,0,2
7666,2015/2016,2016-03-12 00:00:00,1990027,7794,8639,1,2
7667,2015/2016,2016-03-13 00:00:00,1990028,9851,9748,2,2
7668,2015/2016,2016-03-12 00:00:00,1990029,9941,9827,4,0
7669,2015/2016,2016-03-19 00:00:00,1990030,8121,8689,5,1
7670,2015/2016,2016-03-19 00:00:00,1990031,9853,10249,3,0
7671,2015/2016,2016-03-20 00:00:00,1990032,9827,7794,1,1
7672,2015/2016,2016-03-19 00:00:00,1990033,8639,9941,1,0
7673,2015/2016,2016-03-20 00:00:00,1990034,9831,6391,3,0
7674,2015/2016,2016-03-18 00:00:00,1990035,8592,9851,2,5
7675,2015/2016,2016-03-19 00:00:00,1990036,9748,9830,2,0
7676,2015/2016,2016-03-20 00:00:00,1990037,9847,9829,0,2
7677,2015/2016,2016-03-19 00:00:00,1990038,7819,10242,2,1
7678,2015/2016,2016-03-19 00:00:00,1990039,9837,9747,0,1
7679,2015/2016,2016-04-01 00:00:00,1990040,9829,9827,1,2
7680,2015/2016,2016-04-02 00:00:00,1990041,9747,10249,2,2
7681,2015/2016,2016-04-02 00:00:00,1990042,10242,8121,0,1
7682,2015/2016,2016-04-03 00:00:00,1990043,8689,9748,1,3
7683,2015/2016,2016-04-03 00:00:00,1990044,9830,8639,0,3
7684,2015/2016,2016-04-02 00:00:00,1990045,6391,9853,0,2
7685,2015/2016,2016-04-02 00:00:00,1990046,9847,9831,4,1
7686,2015/2016,2016-04-03 00:00:00,1990047,7794,8592,2,1
7687,2015/2016,2016-04-02 00:00:00,1990048,9851,9837,3,1
7688,2015/2016,2016-04-02 00:00:00,1990049,9941,7819,2,0
7689,2015/2016,2016-04-09 00:00:00,1990050,8121,6391,0,0
7690,2015/2016,2016-04-09 00:00:00,1990051,9853,10242,1,0
7691,2015/2016,2016-04-09 00:00:00,1990052,9747,9847,0,2
7692,2015/2016,2016-04-10 00:00:00,1990053,8639,9829,4,1
7693,2015/2016,2016-04-08 00:00:00,1990054,10249,9748,0,2
7694,2015/2016,2016-04-10 00:00:00,1990055,9831,9851,3,0
7695,2015/2016,2016-04-10 00:00:00,1990056,8592,9827,0,0
7696,2015/2016,2016-04-09 00:00:00,1990057,7819,8689,1,2
7697,2015/2016,2016-04-09 00:00:00,1990058,9837,9830,2,1
7698,2015/2016,2016-04-09 00:00:00,1990059,9941,7794,4,0
7699,2015/2016,2016-04-17 00:00:00,1990060,9829,8592,2,1
7700,2015/2016,2016-04-16 00:00:00,1990061,10242,9837,2,1
7701,2015/2016,2016-04-16 00:00:00,1990062,9827,8121,1,3
7702,2015/2016,2016-04-16 00:00:00,1990063,8689,9941,1,1
7703,2015/2016,2016-04-17 00:00:00,1990064,9830,10249,0,2
7704,2015/2016,2016-04-16 00:00:00,1990065,6391,8639,2,4
7705,2015/2016,2016-04-15 00:00:00,1990066,9748,9831,1,1
7706,2015/2016,2016-04-16 00:00:00,1990067,9847,7819,6,0
7707,2015/2016,2016-04-16 00:00:00,1990068,7794,9853,0,1
7708,2015/2016,2016-04-17 00:00:00,1990069,9851,9747,0,3
7709,2015/2016,2016-04-24 00:00:00,1990070,9853,8689,2,0
7710,2015/2016,2016-04-24 00:00:00,1990071,9747,7819,1,1
7711,2015/2016,2016-05-11 00:00:00,1990072,9827,9847,1,1
7712,2015/2016,2016-04-24 00:00:00,1990073,6391,7794,3,2
7713,2015/2016,2016-04-27 00:00:00,1990074,8639,8121,0,0
7714,2015/2016,2016-04-24 00:00:00,1990075,10249,10242,4,1
7715,2015/2016,2016-04-22 00:00:00,1990076,9831,9837,2,0
7716,2015/2016,2016-04-24 00:00:00,1990077,8592,9830,1,1
7717,2015/2016,2016-04-24 00:00:00,1990078,9851,9829,1,1
7718,2015/2016,2016-04-23 00:00:00,1990079,9941,9748,2,3
7719,2015/2016,2016-05-01 00:00:00,1990080,8121,8592,0,1
7720,2015/2016,2016-04-30 00:00:00,1990081,9829,9747,3,2
7721,2015/2016,2016-04-30 00:00:00,1990082,9853,9941,0,0
7722,2015/2016,2016-04-30 00:00:00,1990083,10242,9827,2,4
7723,2015/2016,2016-04-30 00:00:00,1990084,8689,8639,0,1
7724,2015/2016,2016-04-30 00:00:00,1990085,9830,9831,1,0
7725,2015/2016,2016-04-30 00:00:00,1990086,9748,6391,2,1
7726,2015/2016,2016-04-29 00:00:00,1990087,9847,9851,4,0
7727,2015/2016,2016-04-30 00:00:00,1990088,7819,7794,0,0
7728,2015/2016,2016-04-30 00:00:00,1990089,9837,10249,2,3
7729,2015/2016,2016-05-07 00:00:00,1990090,9827,8689,3,0
7730,2015/2016,2016-05-07 00:00:00,1990091,9830,7819,1,2
7731,2015/2016,2016-05-07 00:00:00,1990092,6391,9847,0,4
7732,2015/2016,2016-05-07 00:00:00,1990093,8639,9747,0,0
7733,2015/2016,2016-05-07 00:00:00,1990094,10249,9851,2,0
7734,2015/2016,2016-05-07 00:00:00,1990095,9831,9853,2,0
7735,2015/2016,2016-05-07 00:00:00,1990096,8592,9837,1,0
7736,2015/2016,2016-05-07 00:00:00,1990097,9748,9829,6,1
7737,2015/2016,2016-05-07 00:00:00,1990098,7794,8121,1,0
7738,2015/2016,2016-05-07 00:00:00,1990099,9941,10242,1,0
7739,2015/2016,2016-05-14 00:00:00,1990100,8121,9941,2,3
7740,2015/2016,2016-05-14 00:00:00,1990101,9829,10249,2,0
7741,2015/2016,2016-05-14 00:00:00,1990102,9853,8639,0,1
7742,2015/2016,2016-05-14 00:00:00,1990103,9747,9831,2,3
7743,2015/2016,2016-05-14 00:00:00,1990104,10242,8592,1,1
7744,2015/2016,2016-05-14 00:00:00,1990105,8689,6391,1,0
7745,2015/2016,2016-05-14 00:00:00,1990106,9847,9830,4,0
7746,2015/2016,2016-05-14 00:00:00,1990107,7819,9827,1,0
7747,2015/2016,2016-05-14 00:00:00,1990108,9837,9748,4,1
7748,2015/2016,2016-05-14 00:00:00,1990109,9851,7794,1,2
7749,2015/2016,2015-08-29 00:00:00,1989808,8121,9831,1,1
7750,2015/2016,2015-08-30 00:00:00,1989809,9827,9830,2,0
7751,2015/2016,2015-08-29 00:00:00,1989810,7819,9748,0,4
7752,2015/2016,2015-08-28 00:00:00,1989811,9747,8592,2,0
7753,2015/2016,2015-08-29 00:00:00,1989812,8639,6391,1,0
7754,2015/2016,2015-08-30 00:00:00,1989813,9829,9847,0,3
7755,2015/2016,2015-08-29 00:00:00,1989814,9837,8689,4,1
7756,2015/2016,2015-08-29 00:00:00,1989815,9851,9941,3,1
7757,2015/2016,2015-08-30 00:00:00,1989816,9853,7794,2,1
7758,2015/2016,2015-08-29 00:00:00,1989817,10242,10249,0,0
7759,2015/2016,2015-09-13 00:00:00,1989818,6391,9829,0,1
7760,2015/2016,2015-09-12 00:00:00,1989819,8689,8121,3,1
7761,2015/2016,2015-09-12 00:00:00,1989820,9748,8639,0,0
7762,2015/2016,2015-09-13 00:00:00,1989821,8592,7794,4,1
7763,2015/2016,2015-09-12 00:00:00,1989822,10249,9853,1,2
7764,2015/2016,2015-09-13 00:00:00,1989823,9830,9851,0,2
7765,2015/2016,2015-09-12 00:00:00,1989824,9831,9747,0,1
7766,2015/2016,2015-09-11 00:00:00,1989825,9847,9827,2,2
7767,2015/2016,2015-09-12 00:00:00,1989826,9941,9837,2,2
7768,2015/2016,2015-09-12 00:00:00,1989827,10242,7819,1,3
7769,2015/2016,2015-09-19 00:00:00,1989828,8121,10242,1,0
7770,2015/2016,2015-09-19 00:00:00,1989829,7794,9831,1,3
7771,2015/2016,2015-09-20 00:00:00,1989830,9827,9941,1,1
7772,2015/2016,2015-09-19 00:00:00,1989831,7819,10249,2,1
7773,2015/2016,2015-09-19 00:00:00,1989832,9747,6391,2,1
7774,2015/2016,2015-09-20 00:00:00,1989833,8592,9748,1,1
7775,2015/2016,2015-09-20 00:00:00,1989834,9829,8689,2,3
7776,2015/2016,2015-09-19 00:00:00,1989835,9837,9847,1,1
7777,2015/2016,2015-09-18 00:00:00,1989836,9851,8639,1,1
7778,2015/2016,2015-09-20 00:00:00,1989837,9853,9830,2,0
7779,2015/2016,2015-09-22 00:00:00,1989838,8121,9837,0,0
7780,2015/2016,2015-09-23 00:00:00,1989839,6391,9851,1,1
7781,2015/2016,2015-09-29 00:00:00,1989840,8639,9830,0,1
7782,2015/2016,2015-09-23 00:00:00,1989841,8689,7819,2,0
7783,2015/2016,2015-09-23 00:00:00,1989842,9748,7794,2,0
7784,2015/2016,2015-09-24 00:00:00,1989843,10249,9829,2,3
7785,2015/2016,2015-09-23 00:00:00,1989844,9831,9827,6,1
7786,2015/2016,2015-09-22 00:00:00,1989845,9847,9747,3,0
7787,2015/2016,2015-09-23 00:00:00,1989846,9941,8592,1,1
7788,2015/2016,2015-09-23 00:00:00,1989847,10242,9853,0,1
7789,2015/2016,2015-09-26 00:00:00,1989848,7794,9941,3,0
7790,2015/2016,2015-09-26 00:00:00,1989849,9827,9748,3,1
7791,2015/2016,2015-09-26 00:00:00,1989850,7819,6391,2,0
7792,2015/2016,2015-09-27 00:00:00,1989851,9747,9829,3,3
7793,2015/2016,2015-09-27 00:00:00,1989852,8592,8121,1,2
7794,2015/2016,2015-09-27 00:00:00,1989853,10249,8689,2,1
7795,2015/2016,2015-09-26 00:00:00,1989854,9830,9847,1,4
7796,2015/2016,2015-09-25 00:00:00,1989855,9837,8639,1,0
7797,2015/2016,2015-09-26 00:00:00,1989856,9851,10242,1,1
7798,2015/2016,2015-09-27 00:00:00,1989857,9853,9831,1,4
7799,2015/2016,2015-10-03 00:00:00,1989858,8121,7794,1,0
7800,2015/2016,2015-10-04 00:00:00,1989859,7819,9853,1,0
7801,2015/2016,2015-10-03 00:00:00,1989860,6391,9941,2,2
7802,2015/2016,2015-10-02 00:00:00,1989861,8639,10249,2,0
7803,2015/2016,2015-10-04 00:00:00,1989862,8689,9827,3,2
7804,2015/2016,2015-10-03 00:00:00,1989863,9748,9837,1,0
7805,2015/2016,2015-10-04 00:00:00,1989864,9829,9851,1,1
7806,2015/2016,2015-10-04 00:00:00,1989866,9847,8592,2,1
7807,2015/2016,2015-10-03 00:00:00,1989867,10242,9747,0,1
7808,2015/2016,2015-11-04 00:00:00,2118418,9831,9830,1,2
7809,2008/2009,2008-08-15 00:00:00,499317,9823,9790,2,2
7810,2008/2009,2008-08-16 00:00:00,499318,8178,9789,2,3
7811,2008/2009,2008-08-16 00:00:00,499319,10189,9904,3,0
7812,2008/2009,2008-08-16 00:00:00,499320,8721,8722,2,1
7813,2008/2009,2008-08-17 00:00:00,499321,9810,8177,0,2
7814,2008/2009,2008-08-16 00:00:00,499322,9912,8697,2,2
7815,2008/2009,2008-08-16 00:00:00,499323,8398,8226,0,3
7816,2008/2009,2008-08-17 00:00:00,499324,9788,10269,1,3
7817,2008/2009,2008-08-16 00:00:00,499325,8295,9911,1,0
7818,2008/2009,2008-10-29 00:00:00,499398,9790,10269,2,0
7819,2008/2009,2008-10-28 00:00:00,499399,8697,8178,0,2
7820,2008/2009,2008-10-29 00:00:00,499400,8177,9904,3,0
7821,2008/2009,2008-10-28 00:00:00,499401,8721,9788,3,0
7822,2008/2009,2008-10-29 00:00:00,499402,9810,9823,1,2
7823,2008/2009,2008-10-28 00:00:00,499403,9912,8398,1,1
7824,2008/2009,2008-10-29 00:00:00,499404,8722,9789,0,1
7825,2008/2009,2008-10-29 00:00:00,499405,9911,8226,1,3
7826,2008/2009,2008-10-28 00:00:00,499406,8295,10189,0,3
7827,2008/2009,2008-11-01 00:00:00,499407,9823,9912,3,1
7828,2008/2009,2008-10-31 00:00:00,499408,8178,8721,2,0
7829,2008/2009,2008-11-02 00:00:00,499409,9789,9911,1,1
7830,2008/2009,2008-11-01 00:00:00,499410,10269,8722,1,3
7831,2008/2009,2008-11-01 00:00:00,499411,8697,8177,5,1
7832,2008/2009,2008-11-01 00:00:00,499412,8398,10189,0,2
7833,2008/2009,2008-11-01 00:00:00,499413,9904,9790,3,0
7834,2008/2009,2008-11-02 00:00:00,499414,9788,9810,1,2
7835,2008/2009,2008-11-01 00:00:00,499415,8226,8295,4,1
7836,2008/2009,2008-11-08 00:00:00,499416,9790,9789,2,1
7837,2008/2009,2008-11-09 00:00:00,499417,8177,8226,1,0
7838,2008/2009,2008-11-09 00:00:00,499418,10189,9823,1,2
7839,2008/2009,2008-11-08 00:00:00,499419,8721,8398,3,0
7840,2008/2009,2008-11-09 00:00:00,499420,9810,10269,2,2
7841,2008/2009,2008-11-08 00:00:00,499421,9912,9788,0,2
7842,2008/2009,2008-11-07 00:00:00,499422,8722,9904,2,1
7843,2008/2009,2008-11-08 00:00:00,499423,9911,8697,0,0
7844,2008/2009,2008-11-08 00:00:00,499424,8295,8178,3,3
7845,2008/2009,2008-11-15 00:00:00,499425,8178,10189,2,1
7846,2008/2009,2008-11-15 00:00:00,499426,9789,9810,4,0
7847,2008/2009,2008-11-15 00:00:00,499427,10269,9912,0,0
